max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,0.45112640242382,0.5573580102122667,0.6889018919446069,0.2248939908844284,1159.487519020616,1.6876465122443218,0.37207273926992324
1,20,0.4541535541803791,0.564042361289853,0.6900721669592355,0.22513436219347832,1161.9370846168126,1.6873477092349012,0.37211410959719243
1,30,0.4593208513311301,0.5764733174224658,0.6920226253169495,0.2254476629102582,1166.7250574924367,1.687795237515659,0.3720521511617471
1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,50,0.444147213189405,0.5424675537662356,0.6861712502438073,0.22416164193835342,1149.674766916938,1.689312578968561,0.3718422350084468
1,60,0.44497529353829757,0.5419852498206368,0.6863662960795787,0.2239820345648331,1148.2518638519316,1.6895753651984662,0.3718059039874531
1,70,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
2,10,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,20,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
2,30,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,40,0.19224681492351228,0.36977235345956766,0.6434562122098694,0.24265435807353322,728.441824021445,1.3085920875955488,0.4331644405147047
2,50,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,60,0.45900513004666,0.5738732005548953,0.6918275794811781,0.22547080952334875,1166.1819346067082,1.6885662066102292,0.37194546206128576
2,70,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
3,10,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,20,0.4953885382875459,0.6851546082148946,0.7780378388921396,0.1875570105245231,860.9961381917311,1.4306890339024803,0.4114059783264404
3,30,0.7435083560956114,0.7847878191195833,0.8215330602691633,0.19094817989209334,1046.7297554432996,1.6561252936383484,0.37648826371070937
3,40,0.4953885382875459,0.6851546082148947,0.7780378388921396,0.18755345034462093,860.8598501670858,1.4307568720268566,0.4113944967133477
3,50,0.4948306194855628,0.6838381602443739,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,60,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,70,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
4,10,0.56538844944296,0.6324704668295665,0.788765359859567,0.13727403423909998,831.3300050335462,1.9929611244104217,0.33411726996520485
4,20,0.48173910004109677,0.6699489252266437,0.8244587478057344,0.1185548075750078,800.2979357697565,2.7086001124170602,0.2696435230781071
4,30,0.4765022495692885,0.6844014159828987,0.8223132436122489,0.12172143403081893,869.5676524306488,2.2340212399985213,0.30921256410810005
4,40,0.34382983620648144,0.5521574634637695,0.7778427930563683,0.1164268106881684,733.3427781798274,2.38789890342842,0.2951681937699025
4,50,0.35405096597221486,0.56019743259751,0.7778427930563683,0.11280721031153278,718.1495309419894,2.4759689493902415,0.2876895664374163
4,60,0.34462639991238053,0.5536737517022414,0.7778427930563683,0.10919909734839285,706.5934651372816,2.5421107318232887,0.2823175433268439
4,70,0.3715309463152703,0.6079143655343112,0.7776477472205968,0.12435166609306986,812.9260133078536,2.118020628180862,0.32071628742989655
5,10,0.27075213911185175,0.4844186015668588,0.7776477472205968,0.10504785699627543,613.3640240085408,2.4823622282993516,0.2871613963284803
5,20,0.2676258646287109,0.4734957299709987,0.7751121513555685,0.09618690187019652,563.8898797353916,2.686496347115758,0.2712602714993547
5,30,0.25555894286225916,0.46476263531016293,0.7696508679539692,0.08296853768332216,527.0125079995539,3.7172393935999737,0.21198839332952477
5,40,0.5165481401821354,0.7386567403745216,0.9116442363955529,0.13102539425111295,773.3696442050581,2.439048833197137,0.29077807513141435
5,50,0.5694442731955037,0.7543151522390922,0.9087185488589818,0.13042605313855551,763.9114162295646,2.5072077481454196,0.2851271073202867
5,60,0.5647981826087577,0.7739714852717824,0.9085235030232105,0.11335704822014454,699.5254404455235,2.443017961389138,0.2904428647234053
5,70,0.48013889223133815,0.6484019767611029,0.8808269943436707,0.12504229569412592,719.0536014338957,2.4402368847570544,0.29067765781792054
10,10,0.25891860210232137,0.5286142292035431,0.8825824068656134,0.0932639856157815,466.6558321892885,2.610533035067177,0.2769674145860278
10,20,0.4004322055663008,0.6807710309973047,0.9533840452506339,0.08971469024046277,482.51119768890084,3.104914816993766,0.24361041448659096
10,30,0.22699941231092272,0.48863789620182835,0.8582016773941876,0.06746057081593844,370.2820983349429,3.312108412454246,0.23190511563016286
10,40,0.2453244603553158,0.47230585954182597,0.8613224107665302,0.07660083961964788,392.54584901795147,2.980047903241266,0.25125325732527526
10,50,0.22091848243602616,0.522782416233833,0.8706846108835576,0.07224490101078439,409.75171243536397,2.7812736192465173,0.2644611579839247
10,60,0.25933280898977373,0.5111431929124741,0.8788765359859567,0.09964419954045271,457.5411575386658,2.431257157051429,0.29143837206865797
10,70,0.28129695223348,0.5837615346959616,0.9055978154866393,0.07130847223427823,467.07519781622307,2.943627209903661,0.25357366372985063
20,10,0.16421105206091102,0.5271679174228191,0.9508484493856056,0.046042774450415505,272.1709862948296,3.3767141993766265,0.22848190547658548
20,20,0.17740488173039431,0.5584552885228883,0.967817437097718,0.05354038414640821,284.0603599550529,3.1306436436159886,0.24209302139765185
20,30,0.10198181581332948,0.37924182883800805,0.8188024185683636,0.03392216940167096,227.9212020011734,2.9128908935144002,0.25556552104672675
20,40,0.14434189487526147,0.496308793597215,0.9225668031987517,0.03734911376609845,271.1111579378531,3.0338655682880624,0.2479011714870784
20,50,0.1447624697303467,0.5032669188620397,0.9114491905597816,0.04841731135538022,276.87995070323615,2.726625842058561,0.2683392544306534
20,60,0.15249988967349207,0.5208346997335265,0.9461673493270919,0.04891164423692015,282.2198955116533,3.0534161329563076,0.24670548672994566
20,70,0.1884394496354933,0.587724254497927,0.98751706651063,0.05010897636352533,283.29901150731354,3.6010993144947987,0.2173393642796863
50,10,0.07292798153379298,0.47290015896478865,0.9828359664521162,0.03602522506620203,146.9602178845437,2.884432202133921,0.25743788228576825
50,20,0.06544785230647059,0.4460403561466953,0.9527989077433197,0.04061332411112665,148.37951377996623,2.7269719065796365,0.268314338037963
50,30,0.06551641999059332,0.4429154740725099,0.9607957870099474,0.045320709845115235,149.7679682402692,2.592330658653522,0.2783708113258205
50,40,0.06963206456837555,0.4686303330665666,0.9828359664521162,0.045861811807769895,152.3193670793896,2.6237748178764475,0.2759553367021866
50,50,0.07754588223700117,0.4915523918385005,0.9962941291203433,0.03304429329225878,142.83400330085013,3.008363408812995,0.24947837758456437
50,60,0.05695408166040618,0.39394550494267894,0.9114491905597816,0.028411123528034217,135.3985179821947,2.865857434729244,0.2586748261889895
50,70,0.06445815433203692,0.44713351118336636,0.9662570704115467,0.04024142665559152,147.20203905384562,2.6799444345987053,0.27174323356571256
100,10,0.04430577387194173,0.4299825503794478,0.983226058123659,0.036601113644732855,103.58705832748875,2.722951952039563,0.2686040574475223
100,20,0.0485199597409477,0.43078746536505225,0.9806904622586308,0.02596137072567965,103.20904960655255,3.0677121354991157,0.24583843858392848
100,30,0.044116967175861194,0.4276791601107873,0.9830310122878877,0.03396884214793726,103.97690362859014,2.7357374306524336,0.26768476601026897
100,40,0.0488852136883137,0.4250862062237588,0.9734737663350888,0.03951269402328388,113.61419608033287,2.716696763503045,0.26905611720055533
100,50,0.05126422960490524,0.44098907690860395,0.983226058123659,0.027966730370793145,112.13979996304525,3.007122170178351,0.24955565553807202
100,60,0.04757348212568874,0.4265292852588846,0.9775697288862882,0.028626456448838572,106.87416505095464,2.8350376004433526,0.2607536363879181
100,70,0.04217174119023457,0.38479535751844035,0.914569923932124,0.03484148977311351,113.53760307029944,2.713104385668987,0.2693164253231278
